Id,SalePrice
1461,125346.5
1462,153931.55
1463,149862.84
1464,174126.1
1465,202246.38
1466,176364.67
1467,155862.62
1468,168652.47
1469,176789.48
1470,109003.81
1471,175818.5
1472,98163.96
1473,96056.66
1474,154306.12
1475,151499.61
1476,390479.7
1477,286501.44
1478,312732.5
1479,276681.3
1480,420895.62
1481,284399.2
1482,216857.67
1483,158589.66
1484,169207.88
1485,170753.92
1486,207681.42
1487,293034.16
1488,261063.92
1489,205389.5
1490,200263.05
1491,201557.08
1492,113310.14
1493,182833.58
1494,267097.6
1495,267097.6
1496,191134.2
1497,174344.08
1498,154063.36
1499,154063.36
1500,141472.61
1501,168043.36
1502,152517.31
1503,267453.94
1504,243356.39
1505,224069.78
1506,212347.61
1507,203474.75
1508,180562.31
1509,166219.03
1510,136860.69
1511,136860.69
1512,163404.94
1513,173929.53
1514,140629.95
1515,187197.08
1516,147839.64
1517,153345.6
1518,132475.06
1519,185985.38
1520,135314.64
1521,136860.69
1522,178142.66
1523,113391.07
1524,137275.9
1525,126294.875
1526,113410.96
1527,105331.08
1528,134886.22
1529,137584.58
1530,155168.92
1531,119938.195
1532,112564.79
1533,142521.78
1534,133133.95
1535,126706.445
1536,112241.71
1537,38591.336
1538,146761.48
1539,158908.44
1540,95368.03
1541,162273.25
1542,144306.44
1543,218070.12
1544,83054.55
1545,125651.18
1546,133872.6
1547,132300.31
1548,157562.11
1549,115271.4
1550,131663.25
1551,116628.234
1552,132338.81
1553,150261.08
1554,143785.5
1555,214919.75
1556,120785.44
1557,109974.234
1558,102243.805
1559,135883.8
1560,146602.97
1561,128205.02
1562,126196.39
1563,121923.17
1564,138048.45
1565,133312.31
1566,248904.39
1567,62108.164
1568,196467.53
1569,110768.54
1570,151583.88
1571,148109.47
1572,138531.27
1573,233673.52
1574,105521.74
1575,204571.86
1576,194597.66
1577,176789.48
1578,157562.11
1579,129152.12
1580,201557.08
1581,139898.4
1582,125358.21
1583,294315.22
1584,244079.36
1585,137359.39
1586,66326.46
1587,126272.31
1588,137293.89
1589,101420.82
1590,144310.94
1591,116577.664
1592,110355.055
1593,104227.13
1594,182049.38
1595,99093.78
1596,242300.55
1597,157156.14
1598,190687.03
1599,214672.1
1600,210795.98
1601,48113.58
1602,122410.055
1603,100139.51
1604,245149.42
1605,244701.6
1606,156954.5
1607,195823.88
1608,189655.14
1609,196729.84
1610,153234.66
1611,148535.34
1612,162795.6
1613,148535.34
1614,128751.13
1615,108337.21
1616,95656.33
1617,104593.55
1618,131464.6
1619,128191.95
1620,156888.31
1621,142140.34
1622,128163.52
1623,267159.1
1624,196523.33
1625,127969.23
1626,190484.0
1627,174126.1
1628,239736.03
1629,184726.83
1630,325508.1
1631,242264.22
1632,258042.03
1633,170753.92
1634,174126.1
1635,172771.06
1636,154625.25
1637,187413.98
1638,241885.86
1639,193861.64
1640,258734.39
1641,189969.0
1642,226683.72
1643,243356.39
1644,243356.39
1645,179979.7
1646,154839.47
1647,170923.78
1648,136860.69
1649,137275.9
1650,104126.89
1651,113277.03
1652,98163.96
1653,103131.305
1654,158424.72
1655,169207.88
1656,154306.12
1657,158424.72
1658,154306.12
1659,151499.61
1660,137275.9
1661,411613.28
1662,451951.0
1663,346622.44
1664,514614.88
1665,316578.38
1666,259022.8
1667,292883.25
1668,316578.38
1669,297882.1
1670,316456.94
1671,237128.94
1672,361891.62
1673,320173.16
1674,265307.75
1675,158372.11
1676,164354.9
1677,176815.61
1678,501342.4
1679,297864.97
1680,361599.75
1681,262043.84
1682,272956.9
1683,176815.61
1684,180613.8
1685,172771.06
1686,170753.92
1687,170753.92
1688,199318.5
1689,199318.5
1690,180613.8
1691,168364.56
1692,221247.4
1693,170753.92
1694,172771.06
1695,183003.16
1696,244079.36
1697,183003.16
1698,356577.88
1699,289646.84
1700,252880.39
1701,283207.34
1702,263302.5
1703,263302.5
1704,263302.5
1705,224145.61
1706,359351.66
1707,216792.78
1708,184920.53
1709,298416.3
1710,224145.61
1711,231546.53
1712,268448.3
1713,227663.39
1714,224069.78
1715,209688.12
1716,176789.48
1717,175243.44
1718,154625.25
1719,218552.67
1720,246634.22
1721,175243.44
1722,137756.66
1723,137756.66
1724,219058.03
1725,244079.36
1726,182489.02
1727,152554.08
1728,197963.47
1729,151402.1
1730,168503.3
1731,133245.88
1732,124959.016
1733,121923.17
1734,133245.88
1735,129025.89
1736,127788.516
1737,317992.94
1738,219199.19
1739,263241.03
1740,211264.14
1741,172172.19
1742,168043.36
1743,170381.83
1744,272841.06
1745,246556.64
1746,313717.78
1747,228528.25
1748,218556.95
1749,141134.73
1750,143458.02
1751,241227.58
1752,122517.0
1753,156633.61
1754,215068.56
1755,150421.7
1756,114651.2
1757,123754.375
1758,128892.48
1759,169489.4
1760,141548.98
1761,132912.33
1762,171806.81
1763,158455.52
1764,125570.99
1765,180381.23
1766,174024.05
1767,179380.03
1768,137275.9
1769,172131.38
1770,137260.14
1771,128947.95
1772,140825.1
1773,124928.07
1774,124566.71
1775,149658.47
1776,135314.64
1777,108975.836
1778,132765.12
1779,136860.69
1780,186597.16
1781,137584.58
1782,69646.984
1783,134650.14
1784,117627.91
1785,117075.586
1786,143819.05
1787,159123.6
1788,54944.133
1789,108786.914
1790,55279.06
1791,177336.92
1792,155168.92
1793,127809.48
1794,132027.22
1795,148421.1
1796,148421.1
1797,124190.07
1798,131527.77
1799,117978.8
1800,136076.45
1801,142360.83
1802,141164.25
1803,172985.47
1804,131980.86
1805,136022.77
1806,133133.95
1807,126393.875
1808,128930.25
1809,147826.84
1810,130978.086
1811,116631.81
1812,120192.13
1813,122586.03
1814,91929.65
1815,38605.89
1816,111858.47
1817,114541.336
1818,168600.39
1819,143785.5
1820,62923.05
1821,140626.4
1822,147386.81
1823,28186.957
1824,156324.73
1825,158433.94
1826,117820.94
1827,106121.26
1828,144306.44
1829,117820.94
1830,142859.39
1831,176743.56
1832,92226.78
1833,163581.48
1834,162273.25
1835,118514.9
1836,148547.0
1837,89070.64
1838,110705.66
1839,97757.414
1840,147882.95
1841,129805.336
1842,90017.52
1843,130567.82
1844,134645.31
1845,145695.89
1846,147043.64
1847,191753.8
1848,53585.01
1849,131831.8
1850,135023.95
1851,179166.5
1852,135747.84
1853,129805.336
1854,175190.67
1855,152554.08
1856,218552.67
1857,184100.9
1858,153531.0
1859,137332.97
1860,134084.1
1861,139845.27
1862,250561.88
1863,250561.88
1864,250561.88
1865,391534.12
1866,315294.75
1867,249552.73
1868,265209.06
1869,176789.48
1870,212777.42
1871,246634.22
1872,173343.73
1873,240093.36
1874,139898.4
1875,198589.06
1876,187180.28
1877,198589.06
1878,215938.73
1879,125153.66
1880,130150.76
1881,217293.77
1882,263973.8
1883,207681.42
1884,218552.67
1885,246634.22
1886,265209.06
1887,194533.72
1888,259246.08
1889,154855.98
1890,127045.25
1891,133327.9
1892,111943.16
1893,140534.4
1894,127756.79
1895,158304.22
1896,121322.56
1897,113209.51
1898,130823.94
1899,151594.55
1900,184410.33
1901,148028.06
1902,134811.0
1903,220099.42
1904,136576.66
1905,194467.97
1906,156526.34
1907,216892.31
1908,117909.625
1909,131853.97
1910,131853.97
1911,203345.72
1912,270828.7
1913,158169.11
1914,75724.85
1915,327530.9
1916,52183.777
1917,276325.16
1918,142303.92
1919,156954.5
1920,148984.89
1921,340436.03
1922,311994.88
1923,227659.48
1924,195868.81
1925,224940.0
1926,350901.16
1927,140475.38
1928,148535.34
1929,134863.12
1930,150206.69
1931,136898.42
1932,142140.34
1933,161478.53
1934,174126.1
1935,168652.47
1936,174126.1
1937,174126.1
1938,143267.11
1939,276852.12
1940,202246.38
1941,174126.1
1942,176364.67
1943,209009.94
1944,284035.9
1945,370319.28
1946,161240.27
1947,304160.38
1948,186627.73
1949,205434.33
1950,175350.69
1951,238133.9
1952,211558.67
1953,152492.88
1954,255345.53
1955,138143.25
1956,288627.06
1957,184495.36
1958,253389.1
1959,136744.44
1960,114362.2
1961,119481.16
1962,98163.96
1963,103131.305
1964,115102.984
1965,147249.44
1966,169207.88
1967,286501.44
1968,311673.4
1969,362204.5
1970,414564.12
1971,505156.78
1972,331086.12
1973,268419.78
1974,275446.06
1975,492941.0
1976,252695.9
1977,364926.34
1978,364926.34
1979,361599.75
1980,176815.61
1981,337039.3
1982,216857.67
1983,216857.67
1984,174052.81
1985,183003.16
1986,183371.8
1987,197258.45
1988,172771.06
1989,207681.42
1990,212759.8
1991,197284.58
1992,218552.67
1993,180613.8
1994,244079.36
1995,201557.08
1996,281531.16
1997,318121.2
1998,307373.4
1999,247203.14
2000,276466.97
2001,247203.14
2002,224069.78
2003,243356.39
2004,244777.77
2005,251370.58
2006,245579.84
2007,263302.5
2008,205389.5
2009,176364.67
2010,201557.08
2011,154625.25
2012,176789.48
2013,174126.1
2014,176364.67
2015,201557.08
2016,176364.67
2017,207681.42
2018,133245.88
2019,126196.39
2020,113953.86
2021,114010.41
2022,206754.77
2023,119485.54
2024,227111.08
2025,407601.47
2026,184867.77
2027,137403.38
2028,150219.83
2029,168043.36
2030,299496.38
2031,268560.84
2032,262578.06
2033,286884.53
2034,158132.6
2035,226683.72
2036,220184.58
2037,232796.44
2038,365769.66
2039,230873.42
2040,297574.62
2041,272841.06
2042,226683.72
2043,160493.5
2044,191847.86
2045,205615.75
2046,145864.56
2047,142862.66
2048,126583.875
2049,135461.73
2050,177791.73
2051,130803.89
2052,127401.92
2053,137275.9
2054,118485.85
2055,163404.94
2056,142786.36
2057,130803.89
2058,184890.36
2059,128647.41
2060,152636.17
2061,178142.66
2062,135314.64
2063,122517.0
2064,136038.53
2065,125570.99
2066,187184.12
2067,138614.8
2068,133646.64
2069,106967.43
2070,124965.85
2071,80347.94
2072,120192.13
2073,131527.77
2074,173368.75
2075,148421.1
2076,115841.61
2077,141548.98
2078,130803.89
2079,137613.25
2080,120941.88
2081,144501.23
2082,125733.9
2083,133918.84
2084,120481.71
2085,135314.64
2086,122982.86
2087,122586.03
2088,126133.8
2089,76922.414
2090,162009.62
2091,124060.59
2092,122565.09
2093,115793.78
2094,110195.16
2095,144360.48
2096,105236.49
2097,123419.805
2098,120326.52
2099,55583.84
2100,99478.87
2101,107621.93
2102,158035.61
2103,112564.79
2104,121988.75
2105,143702.22
2106,85992.6
2107,205704.69
2108,126120.64
2109,118698.766
2110,119782.195
2111,175443.94
2112,145898.02
2113,121328.24
2114,149725.9
2115,165274.31
2116,115271.4
2117,161680.7
2118,137836.98
2119,121165.62
2120,121328.24
2121,109180.45
2122,107849.52
2123,107318.41
2124,197117.52
2125,135320.44
2126,145987.33
2127,163563.95
2128,140964.56
2129,113027.766
2130,136169.83
2131,163545.2
2132,114138.76
2133,117966.4
2134,123956.1
2135,102853.65
2136,74645.96
2137,130567.82
2138,125349.164
2139,147043.64
2140,135207.14
2141,135882.69
2142,137756.66
2143,132538.03
2144,113341.68
2145,129974.266
2146,161845.42
2147,108011.39
2148,125292.65
2149,134484.06
2150,248350.67
2151,151758.08
2152,149346.84
2153,177595.56
2154,122204.18
2155,148669.39
2156,213167.75
2157,217293.77
2158,244079.36
2159,254825.61
2160,178437.23
2161,259246.08
2162,340367.16
2163,358481.8
2164,235102.44
2165,237761.34
2166,139898.4
2167,194533.72
2168,187180.28
2169,201557.08
2170,218552.67
2171,144717.86
2172,135259.06
2173,178483.8
2174,249626.28
2175,316450.66
2176,247550.55
2177,244079.36
2178,251409.4
2179,137359.39
2180,183461.67
2181,198589.06
2182,215938.73
2183,176789.48
2184,130059.22
2185,125294.54
2186,150346.5
2187,144310.94
2188,148669.39
2189,280036.78
2190,113577.16
2191,113577.16
2192,86012.21
2193,117049.484
2194,122127.38
2195,112593.445
2196,110882.31
2197,113857.305
2198,155823.22
2199,164504.78
2200,152210.16
2201,141558.61
2202,239328.17
2203,134024.05
2204,167435.58
2205,114875.26
2206,151175.31
2207,215261.39
2208,257927.25
2209,200300.23
2210,117909.625
2211,117018.02
2212,122410.055
2213,113706.2
2214,132181.06
2215,111123.805
2216,146953.12
2217,59533.516
2218,100464.43
2219,96695.63
2220,95143.73
2221,327530.9
2222,188448.45
2223,263886.8
2224,221715.72
2225,131080.17
2226,174528.02
2227,196237.45
2228,249418.8
2229,264456.0
2230,155624.02
2231,208862.56
2232,203612.0
2233,171455.31
2234,225112.34
2235,207205.61
2236,268115.1
2237,297099.78
2238,173916.97
2239,119720.41
2240,151752.73
2241,121107.125
2242,128751.13
2243,133761.72
2244,107072.805
2245,116285.38
2246,145294.83
2247,134051.6
2248,128191.95
2249,130227.24
2250,130227.24
2251,101654.766
2252,178142.66
2253,152554.08
2254,178754.03
2255,168451.9
